Dato,Retning,Hul,Liter,Maskine,Højde,Bemærkning,Person,Cleanup,Brush
27/05/2024,R/L,19,5,Triplex,"3,2",,Adam,No,No
27/05/2024,R/L,20,3,Triplex,"3,2",,Adam,No,No
28/05/2024,L/R,1,3,Triplex,"3,2",Post airation,Rasmus,No,No
28/05/2024,L/R,2,5,Triplex,"3,2",Post airation,Rasmus,No,No
28/05/2024,L/R,3,4,Triplex,"3,2",Post airation,Rasmus,No,No
28/05/2024,L/R,4,4,Triplex,"3,2",Post airation,Rasmus,No,No
28/05/2024,L/R,5,5,Triplex,"3,2",Post airation,Rasmus,No,No
28/05/2024,L/R,6,7,Triplex,"3,2",Post airation,Rasmus,No,No
28/05/2024,L/R,7,8,Triplex,"3,2",Post airation,Rasmus,No,No
28/05/2024,L/R,8,5,Triplex,"3,2",Post airation,Rasmus,No,No
28/05/2024,L/R,9,4,Triplex,"3,2",Post airation,Rasmus,No,No
28/05/2024,L/R,10,,Singleklipper 1,"3,2",Airation - Ninjatines,Adrian,No,No
28/05/2024,L/R,11,,Singleklipper 1,"3,2",Airation - Ninjatines,Bast,No,No
28/05/2024,L/R,12,,Singleklipper 2,"3,2",Airation - Ninjatines,Adrian,No,No
28/05/2024,L/R,13,,Singleklipper 1,"3,2",Airation - Ninjatines,Bast,No,No
28/05/2024,L/R,14,,Singleklipper 1,"3,2",Airation - Ninjatines,Adrian,No,No
28/05/2024,L/R,15,,Singleklipper 1,"3,2",Airation - Ninjatines,Bast,No,No
28/05/2024,L/R,16,,Singleklipper 2,"3,2",Airation - Ninjatines,Adrian,No,No
28/05/2024,L/R,17,,Singleklipper 1,"3,2",Airation - Ninjatines,Bast,No,No
28/05/2024,L/R,18,,Singleklipper 1,"3,2",Airation - Ninjatines,Adrian,No,No
28/05/2024,L/R,19,"5,5",Triplex,"3,2",,Adrian,No,No
28/05/2024,L/R,20,"0,5",Triplex,"3,2",,Adrian,No,No
29/05/2024,STRAIGHT,1,"3,5",Triplex,"3,2",,Adrian,No,No
29/05/2024,STRAIGHT,2,4,Triplex,"3,2",,Adrian,No,No
29/05/2024,STRAIGHT,3,5,Triplex,"3,2",,Adrian,No,No
29/05/2024,STRAIGHT,4,4,Triplex,"3,2",,Adrian,No,No
29/05/2024,STRAIGHT,5,"3,5",Triplex,"3,2",,Adrian,No,No
29/05/2024,STRAIGHT,6,"5,5",Triplex,"3,2",,Adrian,No,No
29/05/2024,STRAIGHT,7,"6,5",Triplex,"3,2",,Adrian,No,No
29/05/2024,STRAIGHT,8,4,Triplex,"3,2",,Adrian,No,No
29/05/2024,STRAIGHT,9,6,Triplex,"3,2",,Adrian,No,No
29/05/2024,STRAIGHT,10,7,Triplex,"3,2",,Adrian,No,No
29/05/2024,STRAIGHT,11,7,Triplex,"3,2",,Adrian,No,No
29/05/2024,STRAIGHT,12,11,Triplex,"3,2",,Adrian,No,No
29/05/2024,STRAIGHT,13,9,Triplex,"3,2",,Adrian,No,No
29/05/2024,STRAIGHT,14,"7,5",Triplex,"3,2",,Adrian,No,No
29/05/2024,STRAIGHT,15,11,Triplex,"3,2",,Adrian,No,No
29/05/2024,STRAIGHT,16,12,Triplex,"3,2",,Adrian,No,No
29/05/2024,STRAIGHT,17,"15,5",Triplex,"3,2",,Adrian,No,No
29/05/2024,STRAIGHT,18,4,Triplex,"3,2",,Adrian,No,No
29/05/2024,STRAIGHT,19,,Triplex,"3,2",,Adrian,No,No
29/05/2024,STRAIGHT,20,"1,5",Triplex,"3,2",,Adrian,No,No
31/05/2024,R/L,1,,Triplex,"3,2",Post topdress,Bast,Yes,No
31/05/2024,R/L,2,,Triplex,"3,2",Post topdress,Bast,Yes,No
31/05/2024,R/L,3,,Triplex,"3,2",Post topdress,Bast,Yes,No
31/05/2024,R/L,4,28,Triplex,"3,2",Post topdress,Rasmus,Yes,No
31/05/2024,R/L,5,,Triplex,"3,2",Post topdress,Bast,Yes,No
31/05/2024,R/L,6,,Triplex,"3,2",Post topdress,Bast,Yes,No
31/05/2024,R/L,7,,Triplex,"3,2",Post topdress,Bast,Yes,No
31/05/2024,R/L,8,,Triplex,"3,2",Post topdress,Bast,Yes,No
31/05/2024,R/L,9,,Triplex,"3,2",Post topdress,Bast,Yes,No
31/05/2024,R/L,10,,Triplex,"3,2",Post topdress,Bast,Yes,No
31/05/2024,R/L,11,16,Triplex,"3,2",Post topdress,Rasmus,Yes,No
31/05/2024,R/L,12,18,Triplex,"3,2",Post topdress,Rasmus,Yes,No
31/05/2024,R/L,13,14,Triplex,"3,2",Post topdress,Rasmus,Yes,No
31/05/2024,R/L,14,18,Triplex,"3,2",Post topdress,Rasmus,Yes,No
31/05/2024,R/L,15,14,Triplex,"3,2",Post topdress,Rasmus,Yes,No
31/05/2024,R/L,16,14,Triplex,"3,2",Post topdress,Rasmus,Yes,No
31/05/2024,R/L,17,12,Triplex,"3,2",Post topdress,Rasmus,Yes,No
31/05/2024,R/L,18,,Triplex,"3,2",Post topdress,Bast,Yes,No
31/05/2024,R/L,19,,Triplex,"3,2",Post topdress,Bast,Yes,No
31/05/2024,R/L,20,,Triplex,"3,2",Post topdress,Bast,Yes,No
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,5,,,,,,,
,,6,,,,,,,
,,7,,,,,,,
,,8,,,,,,,
,,9,,,,,,,
,,10,,,,,,,
,,11,,,,,,,
,,12,,,,,,,
,,13,,,,,,,
,,14,,,,,,,
,,15,,,,,,,
,,16,,,,,,,
,,17,,,,,,,
,,18,,,,,,,
,,19,,,,,,,
,,20,,,,,,,
